"beta-forest:distance-to-road","1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",,"1.207E-5",
"se-slope:winter","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"beta-bare:step-length:male:summer","-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",,"-0.02022",
"beta-scrub:step-length:female:winter","0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",,"0.02509",
"beta-distance-to-road:turning-angle","5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",,"5.356E-5",
"beta-artificial","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"beta-wetlands:step-length","-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",
"pen-down?","false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",
"se-artificial:distance-to-road","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"se-agricultural:step-length:male:summer","0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",,"0.06369",
